
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-21 10:51:44 /v1/models ....................................... ~ 1s
  2026-04-21 10:51:50 /v1/models ................................. ~ 500.59ms
  2026-04-21 10:51:55 /v1/models ................................. ~ 503.54ms
  2026-04-21 10:52:01 /v1/models ................................. ~ 500.60ms
  2026-04-21 10:52:07 /v1/models ....................................... ~ 2s
  2026-04-21 10:52:14 /v1/models ....................................... ~ 1s
  2026-04-21 10:52:22 /v1/models ................................. ~ 500.59ms
  2026-04-21 10:52:28 /v1/models ....................................... ~ 1s
  2026-04-21 10:52:35 /v1/models ................................. ~ 501.32ms
  2026-04-21 10:52:40 /v1/models ................................. ~ 500.64ms
  2026-04-21 10:52:46 /v1/models ....................................... ~ 1s
  2026-04-21 10:52:52 /v1/models ................................. ~ 576.89ms
  2026-04-21 10:52:57 /v1/models ................................. ~ 574.93ms
  2026-04-21 10:53:03 /v1/models ....................................... ~ 1s
  2026-04-21 10:53:09 /v1/models ................................. ~ 591.24ms
  2026-04-21 10:53:15 /v1/models ................................. ~ 574.69ms
  2026-04-21 10:53:20 /v1/models ................................. ~ 574.64ms
  2026-04-21 10:53:26 /v1/models ................................. ~ 501.50ms
  2026-04-21 10:53:32 /v1/models ................................. ~ 572.47ms
  2026-04-21 10:53:37 /v1/models ................................. ~ 507.34ms
  2026-04-21 10:53:43 /v1/models ....................................... ~ 1s
  2026-04-21 10:53:49 /v1/models ....................................... ~ 1s
  2026-04-21 10:53:54 /v1/models ....................................... ~ 1s
  2026-04-21 10:54:01 /v1/models ....................................... ~ 1s
  2026-04-21 10:54:07 /v1/models ................................. ~ 508.34ms
  2026-04-21 10:54:13 /v1/models ....................................... ~ 1s
  2026-04-21 10:54:19 /v1/models ................................. ~ 580.55ms
  2026-04-21 10:54:25 /v1/models ................................. ~ 589.45ms
  2026-04-21 10:54:31 /v1/models ....................................... ~ 1s
  2026-04-21 10:54:36 /v1/models ................................. ~ 570.36ms
  2026-04-21 10:54:42 /v1/models ................................. ~ 547.81ms
  2026-04-21 10:54:48 /v1/models ................................. ~ 560.57ms
  2026-04-21 10:54:53 /v1/models ................................. ~ 650.44ms
  2026-04-21 10:54:59 /v1/models ................................. ~ 504.53ms
  2026-04-21 10:55:05 /v1/models ................................. ~ 573.42ms
  2026-04-21 10:55:11 /v1/models ....................................... ~ 1s
  2026-04-21 10:55:16 /v1/models ................................. ~ 500.60ms
  2026-04-21 10:55:22 /v1/models ................................. ~ 574.12ms
  2026-04-21 10:55:28 /v1/models ................................. ~ 565.06ms
  2026-04-21 10:55:33 /v1/models ................................. ~ 502.40ms
  2026-04-21 10:55:39 /v1/models ....................................... ~ 1s
  2026-04-21 10:55:45 /v1/models ....................................... ~ 1s
  2026-04-21 10:55:52 /v1/models ................................. ~ 575.14ms
  2026-04-21 10:55:58 /v1/models ................................. ~ 561.88ms
  2026-04-21 10:56:04 /v1/models ................................. ~ 536.53ms
  2026-04-21 10:56:10 /v1/models ................................. ~ 581.42ms
  2026-04-21 10:56:16 /v1/models ....................................... ~ 1s
  2026-04-21 10:56:22 /v1/models ................................. ~ 573.84ms
  2026-04-21 10:56:28 /v1/models ....................................... ~ 1s
  2026-04-21 10:56:33 /v1/models ................................. ~ 501.74ms
  2026-04-21 10:56:39 /v1/models ................................. ~ 577.48ms
  2026-04-21 10:56:45 /v1/models ................................. ~ 575.55ms
  2026-04-21 10:56:51 /v1/models ....................................... ~ 1s
  2026-04-21 10:56:57 /v1/models ................................. ~ 501.25ms
  2026-04-21 10:57:03 /v1/models ................................. ~ 574.94ms
  2026-04-21 10:57:09 /v1/models ................................. ~ 575.03ms
  2026-04-21 10:57:15 /v1/models ................................. ~ 574.89ms
  2026-04-21 10:57:21 /v1/models ....................................... ~ 1s
  2026-04-21 10:57:28 /v1/models ................................. ~ 573.61ms
  2026-04-21 10:57:34 /v1/models ................................... ~ 0.31ms
  2026-04-21 10:57:40 /v1/models ................................... ~ 0.25ms
  2026-04-21 10:57:46 /v1/models ................................. ~ 500.58ms
  2026-04-21 10:57:52 /v1/models ................................. ~ 500.74ms
  2026-04-21 10:57:58 /v1/models ................................. ~ 500.69ms
  2026-04-21 10:58:04 /v1/models ....................................... ~ 1s
  2026-04-21 10:58:10 /v1/models ................................. ~ 500.99ms
  2026-04-21 10:58:16 /v1/models ....................................... ~ 1s
  2026-04-21 10:58:23 /v1/models ....................................... ~ 1s
  2026-04-21 10:58:30 /v1/models ................................. ~ 578.05ms
  2026-04-21 10:58:36 /v1/models ................................. ~ 585.65ms
  2026-04-21 10:58:42 /v1/models ................................... ~ 1.64ms
  2026-04-21 10:58:48 /v1/models ................................. ~ 500.54ms
  2026-04-21 10:58:54 /v1/models ................................. ~ 500.49ms
  2026-04-21 10:59:00 /v1/models ................................. ~ 501.78ms
  2026-04-21 10:59:06 /v1/models ................................... ~ 0.41ms
  2026-04-21 10:59:12 /v1/models ................................. ~ 500.48ms
  2026-04-21 10:59:18 /v1/models ................................. ~ 500.50ms
  2026-04-21 10:59:24 /v1/models ................................. ~ 500.47ms
  2026-04-21 10:59:30 /v1/models ................................. ~ 605.89ms
  2026-04-21 10:59:36 /v1/models ................................. ~ 574.75ms
  2026-04-21 10:59:42 /v1/models ....................................... ~ 1s
  2026-04-21 10:59:48 /v1/models ................................. ~ 555.86ms
  2026-04-21 10:59:54 /v1/models ................................. ~ 569.42ms
  2026-04-21 10:59:59 / .......................................... ~ 574.74ms
  2026-04-21 10:59:59 /v1/models ................................. ~ 509.89ms
  2026-04-21 11:00:00 /login ........................................... ~ 1s
  2026-04-21 11:00:01 /flux/flux.js .................................... ~ 1s
  2026-04-21 11:00:01 /images/logo.png ................................. ~ 1s
  2026-04-21 11:00:02 /vendor/livewire/livewire.js?id=cfc5c1ae ..... ~ 0.20ms
  2026-04-21 11:00:02 /images/logo.png ............................. ~ 0.30ms
  2026-04-21 11:00:05 /v1/models ................................. ~ 504.63ms
  2026-04-21 11:00:10 /v1/models ................................. ~ 573.06ms
  2026-04-21 11:00:16 /v1/models ................................. ~ 614.53ms
  2026-04-21 11:00:21 /v1/models ................................. ~ 574.42ms
  2026-04-21 11:00:26 /v1/models ................................. ~ 571.67ms
  2026-04-21 11:00:32 /v1/models ................................. ~ 575.03ms
  2026-04-21 11:00:37 /v1/models ................................. ~ 510.78ms
  2026-04-21 11:00:38 / .......................................... ~ 579.37ms
  2026-04-21 11:00:39 /login ........................................... ~ 1s
  2026-04-21 11:00:40 /images/logo.png ............................. ~ 0.22ms
  2026-04-21 11:00:40 /vendor/livewire/livewire.js?id=cfc5c1ae ..... ~ 0.42ms
  2026-04-21 11:00:41 /images/logo.png ............................. ~ 0.35ms
  2026-04-21 11:00:43 /v1/models ................................. ~ 500.73ms
  2026-04-21 11:00:49 /v1/models ................................. ~ 500.55ms
  2026-04-21 11:00:54 /v1/models ....................................... ~ 1s
  2026-04-21 11:01:00 /v1/models ................................. ~ 500.73ms
  2026-04-21 11:01:05 /v1/models ................................. ~ 574.04ms
  2026-04-21 11:01:11 /v1/models ................................. ~ 575.65ms
  2026-04-21 11:01:17 /v1/models ................................. ~ 572.97ms
  2026-04-21 11:01:22 /v1/models ................................. ~ 572.49ms
  2026-04-21 11:01:28 /v1/models ................................. ~ 574.57ms
  2026-04-21 11:01:33 /v1/models ................................. ~ 576.94ms
  2026-04-21 11:01:39 /v1/models ................................... ~ 0.27ms
  2026-04-21 11:01:44 /v1/models ................................. ~ 571.46ms
  2026-04-21 11:01:50 /v1/models ................................. ~ 574.11ms
  2026-04-21 11:01:55 /v1/models ................................... ~ 0.26ms
  2026-04-21 11:02:01 /v1/models ................................. ~ 500.50ms
  2026-04-21 11:02:06 /v1/models ................................. ~ 500.51ms
  2026-04-21 11:02:12 /v1/models ................................... ~ 0.26ms
  2026-04-21 11:02:17 /v1/models ................................. ~ 500.56ms
  2026-04-21 11:02:23 /v1/models ....................................... ~ 1s
  2026-04-21 11:02:29 /v1/models ....................................... ~ 1s
  2026-04-21 11:02:35 /v1/models ................................. ~ 579.18ms
  2026-04-21 11:02:40 /v1/models ................................. ~ 500.61ms
  2026-04-21 11:02:46 /v1/models ................................. ~ 501.06ms
  2026-04-21 11:02:52 /v1/models ................................. ~ 501.28ms
  2026-04-21 11:02:58 /v1/models ....................................... ~ 1s
  2026-04-21 11:03:04 /v1/models ................................. ~ 500.56ms
  2026-04-21 11:03:10 /v1/models ................................. ~ 554.40ms
  2026-04-21 11:03:15 /v1/models ................................. ~ 599.44ms
  2026-04-21 11:03:21 /v1/models ................................. ~ 529.96ms
  2026-04-21 11:03:26 /v1/models ................................. ~ 570.74ms
  2026-04-21 11:03:32 /v1/models ....................................... ~ 1s
  2026-04-21 11:03:38 /v1/models ....................................... ~ 1s
  2026-04-21 11:03:44 /v1/models ................................. ~ 500.58ms
  2026-04-21 11:03:46 /login ..................................... ~ 507.21ms
  2026-04-21 11:03:50 /v1/models ................................... ~ 0.28ms
  2026-04-21 11:03:55 /v1/models ................................... ~ 1.26ms
  2026-04-21 11:04:01 /v1/models ................................. ~ 500.72ms
  2026-04-21 11:04:06 /v1/models ................................. ~ 500.49ms
  2026-04-21 11:04:11 /v1/models ................................. ~ 574.84ms
  2026-04-21 11:04:17 /v1/models ................................. ~ 501.38ms
  2026-04-21 11:04:23 /v1/models ................................... ~ 0.25ms
  2026-04-21 11:04:27 / .......................................... ~ 569.94ms
  2026-04-21 11:04:28 /login ..................................... ~ 571.99ms
  2026-04-21 11:04:28 /v1/models ................................. ~ 578.29ms
  2026-04-21 11:04:29 /build/assets/app-BmpiVhY8.js ................ ~ 0.33ms
  2026-04-21 11:04:29 /images/logo.png ............................. ~ 2.13ms
  2026-04-21 11:04:29 /build/assets/app-AVqbP1SD.css ............... ~ 6.23ms
  2026-04-21 11:04:29 /vendor/livewire/livewire.js?id=cfc5c1ae ..... ~ 7.73ms
  2026-04-21 11:04:30 /images/logo.png ............................. ~ 0.38ms
  2026-04-21 11:04:34 /v1/models ................................. ~ 500.52ms
  2026-04-21 11:04:35 /images/logo.png ............................. ~ 0.28ms
  2026-04-21 11:04:36 /images/logo.png ............................. ~ 0.28ms
  2026-04-21 11:04:37 /images/logo.png ............................. ~ 0.29ms
  2026-04-21 11:04:38 /images/logo.png ............................. ~ 0.27ms
  2026-04-21 11:04:39 /images/logo.png ............................. ~ 0.55ms
  2026-04-21 11:04:39 /v1/models ................................. ~ 569.69ms
